Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
2;39;1;171;1;Basic_Education;100.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;139.0;0;0;0;1;1;0;36;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;1
1;1;2;9991;0;Secondary;123.0;Portugese;Secondary;Undergraduate;Administrative;High-Level Specialists;113.2;0;0;0;0;1;0;22;0;0;5;7;3;11.666666666666666;0;0;5;8;2;10.5;2;7.6;2.6;0.32;1
2;39;1;8014;0;Basic_Education;133.1;Portugese;Basic_Education;Basic_Education;Skilled Agri/Fishery;Skilled Agri/Fishery;139.0;0;0;0;1;1;0;49;0;0;6;8;6;12.166666666666666;0;0;6;8;6;14.428571428571429;0;12.4;0.5;1.79;0
1;51;1;9773;1;Secondary;135.0;Portugese;Secondary;Technical/Specialized;Service/Sales;Intermediate/Tech;110.0;1;0;0;1;1;0;23;0;0;6;7;6;13.333333333333334;0;0;6;6;4;12.75;0;11.1;0.6;2.02;0
1;1;1;9070;1;Secondary;132.0;Portugese;Secondary;Secondary;Administrative;Unskilled/Elementary;136.6;1;0;0;1;1;0;19;0;0;6;7;5;11.4;0;0;6;10;3;11.0;3;7.6;2.6;0.32;0
2;43;1;8014;0;Secondary;120.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Service/Sales;161.1;0;0;0;1;1;0;47;0;0;6;9;6;12.142857142857142;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;1
1;43;1;9003;1;Secondary;130.0;Portugese;Secondary;Undergraduate;Administrative;High-Level Specialists;130.0;0;0;0;1;1;0;28;0;9;18;36;17;13.058823529411764;1;6;12;15;12;12.307692307692308;0;15.5;2.8;-4.06;0
1;44;1;9003;1;Technical/Specialized;140.0;Portugese;Secondary;Basic_Education;Unskilled/Elementary;Skilled Agri/Fishery;140.0;0;0;0;1;1;0;21;0;0;6;13;4;11.75;0;0;6;15;4;10.5;0;15.5;2.8;-4.06;0
1;1;1;9254;1;Secondary;133.1;Portugese;Basic_Education;Secondary;Unskilled/Elementary;Unskilled/Elementary;121.0;0;0;1;0;1;0;21;0;0;6;9;5;11.833333333333334;0;0;6;8;5;10.0;0;8.9;1.4;3.51;1
1;43;1;9238;1;Technical/Specialized;120.0;Portugese;Undergraduate;Secondary;Management;High-Level Specialists;118.6;0;0;0;1;1;0;21;0;9;11;14;10;12.4;0;6;10;13;10;11.8;0;13.9;-0.3;0.79;0
1;1;1;9070;1;Secondary;140.0;Portugese;Basic_Education;Basic_Education;Administrative;Administrative;138.3;0;0;0;1;1;0;20;0;1;6;8;6;13.428571428571429;1;0;6;12;4;11.5;0;13.9;-0.3;0.79;0
2;42;1;9147;1;Secondary;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;115.8;0;0;0;0;1;0;49;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;1
1;39;1;9991;0;Secondary;120.0;Portugese;Basic_Education;Basic_Education;Skilled Agri/Fishery;Operators/Assembly;160.0;0;0;0;1;1;0;40;0;0;5;5;5;11.0;0;0;5;5;5;13.4;0;15.5;2.8;-4.06;0
1;17;1;9254;1;Secondary;125.0;Portugese;Secondary;Secondary;Intermediate/Tech;Intermediate/Tech;114.5;0;0;0;1;1;1;22;0;0;6;8;6;13.625;0;0;6;8;6;14.428571428571429;0;11.1;0.6;2.02;0
1;42;1;9119;1;Secondary;136.0;Portugese;Secondary;Basic_Education;Service/Sales;Service/Sales;117.5;0;0;0;1;1;0;19;0;2;5;6;4;11.8;0;0;5;7;2;11.5;0;15.5;2.8;-4.06;0
1;39;1;9991;0;Secondary;133.1;Portugese;Undergraduate;Basic_Education;High-Level Specialists;Skilled Trades;121.7;0;0;0;1;1;0;31;0;0;5;5;0;0.0;0;0;5;7;0;0.0;0;13.9;-0.3;0.79;1
1;42;1;9119;1;Secondary;120.0;Portugese;Postgraduate;Postgraduate;High-Level Specialists;High-Level Specialists;115.0;0;0;0;1;1;0;30;0;1;6;9;2;15.0;0;1;6;7;2;13.5;0;15.5;2.8;-4.06;1
1;1;1;9238;1;Secondary;127.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Military;125.3;0;0;0;1;1;0;19;0;0;6;9;5;10.8;0;0;6;11;5;11.0;0;7.6;2.6;0.32;0
1;1;1;9773;1;Secondary;127.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;126.3;0;0;0;1;1;0;19;0;0;6;8;6;12.833333333333334;0;0;6;8;6;13.333333333333334;0;15.5;2.8;-4.06;0
1;17;1;171;1;Secondary;132.0;Portugese;Secondary;Basic_Education;Administrative;Unskilled/Elementary;127.1;0;0;0;0;1;0;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;1
1;17;3;9670;1;Secondary;137.0;Portugese;Secondary;Basic_Education;Administrative;Skilled Trades;138.4;0;0;0;1;1;0;19;0;0;6;8;6;15.125;0;0;6;7;6;13.428571428571429;0;11.1;0.6;2.02;0
1;43;2;9147;1;Secondary;126.0;Portugese;Secondary;Basic_Education;Intermediate/Tech;Intermediate/Tech;100.0;1;0;0;1;1;0;22;0;0;5;11;0;0.0;0;0;5;7;1;10.0;1;16.2;0.3;-0.92;1
1;1;1;9238;1;Secondary;136.0;Portugese;Postgraduate;Postgraduate;High-Level Specialists;High-Level Specialists;126.2;0;0;0;1;1;0;22;0;0;6;10;5;11.4;0;0;6;8;5;11.0;0;10.8;1.4;1.74;0
1;1;1;9238;1;Secondary;124.0;Portugese;Secondary;Secondary;Administrative;Administrative;118.8;0;0;0;1;1;0;19;0;0;6;12;4;12.25;0;0;6;9;6;11.0;0;9.4;-0.8;-3.12;0
1;39;1;9254;1;Technical/Specialized;137.0;Portugese;Secondary;Secondary;Service/Sales;Military;124.5;0;0;0;0;1;0;26;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;1
1;44;1;9119;1;Technical/Specialized;140.0;Portugese;Postgraduate;Technical/Specialized;Intermediate/Tech;High-Level Specialists;140.0;0;0;0;1;1;0;23;0;3;7;12;3;14.0;0;1;6;12;1;14.0;0;12.4;0.5;1.79;0
1;17;1;9070;1;Secondary;131.0;Portugese;Basic_Education;Basic_Education;Skilled Trades;Skilled Trades;125.1;0;0;0;1;1;0;18;0;0;6;7;6;12.333333333333334;0;0;6;10;5;10.8;4;16.2;0.3;-0.92;0
1;1;1;9147;1;Secondary;130.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;118.8;0;0;1;1;1;1;22;0;0;5;8;5;10.666666666666666;0;0;5;11;2;11.0;0;15.5;2.8;-4.06;0
1;18;5;9119;1;Secondary;136.0;Portugese;Undergraduate;Undergraduate;High-Level Specialists;Intermediate/Tech;125.2;1;0;0;1;1;0;19;0;0;5;9;5;11.833333333333334;0;0;5;9;5;14.714285714285714;0;12.4;0.5;1.79;0
1;17;1;9147;1;Secondary;133.1;Portugese;Secondary;Basic_Education;Administrative;Operators/Assembly;95.0;0;0;0;1;1;0;20;0;0;5;14;0;0.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;1
1;1;3;9070;1;Secondary;110.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;107.6;1;0;0;1;1;1;22;0;0;6;6;6;11.666666666666666;0;0;6;6;6;12.166666666666666;0;7.6;2.6;0.32;0
1;7;1;9130;1;Undergraduate;140.0;Portugese;Undergraduate;Basic_Education;High-Level Specialists;Intermediate/Tech;140.0;1;0;0;0;1;0;18;0;2;5;7;2;13.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;1
4;43;2;9991;0;Basic_Education;133.1;Portugese;Undergraduate;Secondary;High-Level Specialists;Unskilled/Elementary;125.4;0;0;0;1;1;0;39;0;0;2;5;0;0.0;0;0;4;4;0;0.0;0;10.8;1.4;1.74;1
1;1;1;9500;1;Secondary;141.0;Portugese;Basic_Education;Secondary;Student/Other;Student/Other;128.0;0;0;0;1;1;0;18;0;0;8;8;0;0.0;3;0;8;8;0;0.0;3;10.8;1.4;1.74;1
1;17;3;9119;1;Secondary;130.0;Portugese;Secondary;Basic_Education;Intermediate/Tech;Intermediate/Tech;129.3;0;0;0;1;1;1;18;0;0;5;5;5;13.0;0;0;5;5;5;14.2;0;8.9;1.4;3.51;0
1;1;1;9238;1;Secondary;160.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;152.0;0;0;0;1;1;1;19;0;0;6;7;6;13.857142857142858;0;0;6;6;6;14.0;0;13.9;-0.3;0.79;0
1;1;1;9500;1;Secondary;140.0;Portugese;Secondary;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;128.8;0;0;0;1;1;0;18;0;0;7;7;6;13.391666666666666;0;0;8;8;8;12.4875;0;12.4;0.5;1.79;0
1;44;1;9130;1;Technical/Specialized;150.0;Portugese;Basic_Education;Basic_Education;Skilled Agri/Fishery;Skilled Agri/Fishery;150.0;1;0;0;1;1;0;22;0;0;5;7;4;14.5;0;0;5;5;5;14.6;0;10.8;1.4;1.74;0
1;1;1;9238;1;Secondary;133.1;Portugese;Secondary;Secondary;Intermediate/Tech;Administrative;112.0;0;0;0;1;1;0;19;0;0;6;7;6;12.166666666666666;0;0;6;6;6;12.166666666666666;0;12.4;0.5;1.79;0
1;1;1;9130;1;Secondary;152.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Operators/Assembly;135.6;1;0;0;1;1;0;18;0;0;5;5;5;15.4;0;0;5;5;5;15.6;0;12.7;3.7;-1.7;1
1;39;1;9119;1;Basic_Education;133.1;Portugese;Secondary;Secondary;Administrative;Intermediate/Tech;134.4;0;0;1;0;1;0;31;0;0;5;9;2;13.333333333333334;0;0;5;9;2;16.0;4;16.2;0.3;-0.92;1
1;39;1;9991;0;Secondary;130.0;Portugese;Undergraduate;Secondary;Intermediate/Tech;Intermediate/Tech;120.5;0;0;0;1;1;0;28;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;1
1;1;1;9070;1;Secondary;148.0;Portugese;Secondary;Secondary;Administrative;Operators/Assembly;141.4;0;0;0;1;1;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;1
1;17;1;9254;1;Secondary;148.0;Portugese;Secondary;Secondary;Administrative;Operators/Assembly;145.2;0;0;0;1;1;0;20;0;0;6;7;6;13.714285714285714;0;0;6;8;6;14.714285714285714;0;16.2;0.3;-0.92;0
4;39;1;9238;1;Secondary;130.0;Portugese;Basic_Education;Undergraduate;Unskilled/Elementary;High-Level Specialists;140.0;0;0;0;1;1;0;50;0;0;6;7;4;12.25;0;0;6;7;0;0.0;0;8.9;1.4;3.51;1
1;43;1;9070;1;Secondary;160.0;Portugese;Secondary;Undergraduate;Administrative;High-Level Specialists;100.0;0;0;0;1;1;0;38;0;1;6;9;5;16.0;1;0;6;11;4;16.5;0;13.9;-0.3;0.79;0
2;39;1;9991;0;Secondary;130.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;140.0;1;0;0;1;1;0;31;0;0;5;8;1;11.0;0;0;5;5;1;13.0;0;9.4;-0.8;-3.12;1
1;39;1;9500;1;Secondary;110.0;Portugese;Secondary;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;126.0;1;0;0;1;1;0;27;0;0;7;7;7;14.085714285714284;0;0;7;7;7;14.085714285714284;0;7.6;2.6;0.32;0
1;18;1;9238;1;Secondary;122.0;Portugese;Secondary;Undergraduate;Unskilled/Elementary;High-Level Specialists;112.6;1;0;0;1;1;0;21;0;0;6;9;6;10.166666666666666;0;0;6;10;6;10.5;0;12.7;3.7;-1.7;0
2;39;1;9119;1;Secondary;110.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;106.8;0;0;0;1;1;0;34;0;0;5;8;1;10.0;0;0;5;9;0;0.0;0;8.9;1.4;3.51;1
1;51;1;9119;1;Secondary;129.0;Portugese;Undergraduate;Basic_Education;High-Level Specialists;Unskilled/Elementary;121.6;1;0;0;1;1;0;19;0;0;5;10;0;0.0;0;0;5;7;1;10.0;0;7.6;2.6;0.32;0
2;39;1;9991;0;Secondary;110.0;Portugese;Basic_Education;Basic_Education;Management;Administrative;120.0;1;0;0;0;1;0;40;0;0;5;10;2;10.5;0;0;5;5;3;10.666666666666666;0;9.4;-0.8;-3.12;1
1;1;1;171;1;Secondary;170.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;High-Level Specialists;160.6;1;0;0;1;1;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;0
2;39;1;9070;1;Secondary;110.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Military;130.0;0;0;1;0;1;1;46;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;1
1;39;1;9003;1;Secondary;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Trades;110.0;1;0;0;1;1;0;31;0;0;6;8;0;0.0;0;0;6;10;0;0.0;0;16.2;0.3;-0.92;1
1;39;1;9003;1;Secondary;133.1;Portugese;Secondary;Basic_Education;Administrative;Military;145.8;0;0;0;1;1;0;34;0;0;6;15;5;13.333333333333334;0;0;6;15;5;12.4;0;12.4;0.5;1.79;0
1;1;6;171;1;Secondary;126.0;Portugese;Secondary;Secondary;Administrative;Administrative;130.2;1;0;0;1;1;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;1
1;1;1;9670;1;Secondary;137.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;122.3;0;0;0;1;1;1;18;0;0;6;7;6;13.571428571428571;0;0;6;6;6;14.333333333333334;0;12.4;0.5;1.79;0
1;17;4;9070;1;Secondary;117.0;Portugese;Secondary;Secondary;Intermediate/Tech;Intermediate/Tech;125.4;1;0;0;1;1;1;19;0;0;6;6;6;12.833333333333334;0;0;6;7;6;11.166666666666666;0;11.1;0.6;2.02;0
1;43;1;9991;0;Secondary;100.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Administrative;130.0;0;0;0;1;1;0;40;0;1;5;6;4;10.25;0;3;8;18;5;11.2;5;15.5;2.8;-4.06;1
1;39;1;9130;1;Secondary;120.0;Portugese;Secondary;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;150.0;0;0;0;1;1;0;25;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;12.4;0.5;1.79;1
1;17;5;9119;1;Secondary;126.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Unskilled/Elementary;116.9;1;0;1;1;1;0;20;0;0;5;5;4;14.5;0;0;6;8;3;13.333333333333334;0;11.1;0.6;2.02;1
1;17;1;9119;1;Secondary;122.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;114.7;0;0;0;1;1;0;20;0;0;5;6;5;15.8;0;0;5;8;5;13.714285714285714;0;11.1;0.6;2.02;0
1;39;1;9003;1;Secondary;111.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Military;95.8;1;0;0;0;1;0;43;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;1
1;17;4;9119;1;Secondary;139.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Administrative;133.1;1;0;0;1;1;0;18;0;0;5;8;4;12.5;0;0;5;7;3;14.666666666666666;1;7.6;2.6;0.32;0
1;43;1;9003;1;Secondary;150.0;Portugese;Undergraduate;Postgraduate;Administrative;Management;150.0;0;0;0;1;1;0;35;0;16;18;22;18;11.666666666666666;0;12;13;13;12;11.5;1;15.5;2.8;-4.06;0
1;17;2;9991;0;Secondary;116.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Administrative;118.5;0;0;0;1;1;0;23;0;0;5;6;4;13.0;0;0;5;5;5;13.0;0;7.6;2.6;0.32;0
1;17;1;9500;1;Secondary;130.0;Portugese;Undergraduate;Undergraduate;High-Level Specialists;High-Level Specialists;131.1;0;0;0;1;1;0;19;0;0;7;8;7;12.12142857142857;0;0;9;12;8;11.50625;0;12.4;0.5;1.79;0
1;53;1;9085;1;Technical/Specialized;150.0;Portugese;Secondary;Basic_Education;Intermediate/Tech;Operators/Assembly;150.3;1;0;0;1;1;1;21;0;7;11;15;9;14.22222222222222;0;4;9;15;7;13.75;0;8.9;1.4;3.51;0
1;43;1;9670;1;Secondary;132.0;Portugese;Undergraduate;Basic_Education;Administrative;Operators/Assembly;120.5;0;0;0;1;1;0;19;0;0;6;17;4;12.5;0;0;6;8;4;13.25;0;13.9;-0.3;0.79;0
1;18;1;9119;1;Secondary;108.0;Portugese;Secondary;Secondary;Administrative;Intermediate/Tech;105.6;1;0;0;1;1;0;20;0;0;5;7;5;12.166666666666666;0;0;5;7;5;15.285714285714286;0;12.4;0.5;1.79;0
1;39;1;9670;1;Secondary;133.1;Portugese;Basic_Education;Basic_Education;Intermediate/Tech;Intermediate/Tech;125.3;0;1;0;1;1;1;30;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;1
4;39;1;9254;1;Secondary;120.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;131.0;1;0;0;1;1;0;44;0;0;6;6;6;12.666666666666666;0;0;6;6;6;11.5;0;12.4;0.5;1.79;0
1;18;1;9500;1;Secondary;146.0;Portugese;Basic_Education;Undergraduate;Administrative;Unskilled/Elementary;127.0;0;0;0;1;1;0;19;0;0;8;8;7;13.614285714285714;0;0;8;8;7;13.614285714285714;0;12.7;3.7;-1.7;0
1;44;1;9130;1;Technical/Specialized;150.0;Portugese;Undergraduate;Secondary;Intermediate/Tech;Skilled Agri/Fishery;150.0;1;0;0;1;1;0;22;0;11;18;32;12;12.857142857142858;1;8;12;15;10;14.3;0;16.2;0.3;-0.92;0
1;1;1;9130;1;Secondary;160.0;Portugese;Undergraduate;Undergraduate;Management;High-Level Specialists;149.2;0;0;0;1;1;0;18;0;0;5;7;4;14.0;0;0;5;5;5;14.2;0;7.6;2.6;0.32;0
1;17;1;9670;1;Secondary;125.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;121.5;1;0;0;1;1;1;21;0;0;6;8;4;14.75;0;0;6;6;5;11.8;0;12.7;3.7;-1.7;0
1;1;2;9085;1;Secondary;125.0;Portugese;Basic_Education;Basic_Education;Student/Other;Student/Other;137.3;0;0;0;1;1;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32;1
1;17;4;9670;1;Secondary;122.0;Portugese;Undergraduate;Secondary;High-Level Specialists;Intermediate/Tech;119.6;1;0;0;1;1;0;18;0;0;6;8;6;13.625;0;0;6;7;6;14.285714285714286;0;11.1;0.6;2.02;0
1;1;1;171;1;Secondary;138.0;Portugese;Secondary;Secondary;Administrative;Intermediate/Tech;141.5;0;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;0
1;44;1;9003;1;Technical/Specialized;150.0;Portugese;Secondary;Basic_Education;Skilled Agri/Fishery;Skilled Agri/Fishery;150.0;1;0;0;1;1;0;21;0;0;6;12;4;11.8;0;0;6;11;4;11.875;0;16.2;0.3;-0.92;1
1;39;1;9003;1;Secondary;140.0;Portugese;Undergraduate;Undergraduate;High-Level Specialists;High-Level Specialists;110.0;0;0;0;1;1;0;31;0;0;6;8;6;15.125;0;0;6;10;6;14.6;0;16.2;0.3;-0.92;0
1;17;5;9254;1;Secondary;113.0;Portugese;Secondary;Secondary;High-Level Specialists;Intermediate/Tech;110.2;1;0;0;1;1;0;21;0;0;6;10;4;11.5;0;0;6;10;2;10.5;0;9.4;-0.8;-3.12;1
1;39;1;9119;1;Secondary;139.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Trades;110.3;0;0;1;1;1;0;24;0;0;5;12;1;10.0;0;0;5;11;1;11.0;0;8.9;1.4;3.51;0
1;42;1;9773;1;Secondary;133.1;Portugese;Basic_Education;Undergraduate;Administrative;Intermediate/Tech;120.0;0;0;0;1;1;0;27;0;0;4;8;0;0.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12;1
1;1;5;9147;1;Secondary;118.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;114.2;1;0;0;1;1;0;20;0;0;5;9;3;10.333333333333334;0;0;5;6;5;12.8;0;12.4;0.5;1.79;0
1;44;1;9119;1;Technical/Specialized;140.0;Portugese;Secondary;Basic_Education;Administrative;Service/Sales;140.0;1;0;0;1;1;0;22;0;0;5;9;0;0.0;0;0;5;6;2;11.666666666666666;0;10.8;1.4;1.74;0
1;1;1;9003;1;Secondary;144.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;132.8;0;0;0;1;1;1;19;0;0;6;9;4;12.0;2;0;6;10;4;12.5;0;15.5;2.8;-4.06;0
1;18;1;9773;1;Secondary;125.0;Portugese;Secondary;Secondary;Administrative;Skilled Trades;121.5;1;0;0;1;1;0;19;0;0;6;6;6;13.833333333333334;0;0;6;6;6;14.5;0;8.9;1.4;3.51;0
1;1;1;171;1;Secondary;131.0;Portugese;Secondary;Secondary;Skilled Trades;Administrative;127.2;1;0;1;1;1;0;23;0;13;17;19;13;12.153846153846152;0;10;17;28;11;11.909090909090908;1;11.1;0.6;2.02;0
1;17;1;9130;1;Secondary;131.0;Portugese;Secondary;Secondary;High-Level Specialists;Operators/Assembly;128.2;1;0;0;1;1;0;18;0;0;6;7;6;14.0;0;0;6;8;6;13.666666666666666;0;12.4;0.5;1.79;0
1;1;1;9773;1;Secondary;140.0;Portugese;Undergraduate;Undergraduate;Administrative;Skilled Agri/Fishery;133.4;1;0;0;0;1;0;29;0;0;6;8;6;16.5;0;0;6;6;5;13.8;0;11.1;0.6;2.02;0
1;39;1;9130;1;Secondary;133.1;Portugese;Secondary;Basic_Education;Administrative;Service/Sales;120.0;1;0;0;1;1;0;29;0;0;5;11;1;18.0;2;0;5;10;3;13.333333333333334;2;10.8;1.4;1.74;1
1;44;1;9003;1;Secondary;140.0;Portugese;Secondary;Secondary;Administrative;Service/Sales;140.0;0;0;0;1;1;0;20;0;0;6;11;6;11.285714285714286;0;0;6;12;5;11.77777777777778;0;16.2;0.3;-0.92;0
1;1;5;171;1;Secondary;139.0;Portugese;Basic_Education;Undergraduate;Unskilled/Elementary;High-Level Specialists;136.9;1;0;0;1;1;1;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;0
1;17;3;171;1;Secondary;125.0;Portugese;Undergraduate;Technical/Specialized;High-Level Specialists;Service/Sales;117.0;1;1;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;0
1;1;2;9670;1;Secondary;117.0;Portugese;Undergraduate;Secondary;Intermediate/Tech;Service/Sales;110.7;1;0;0;1;1;0;20;0;0;6;10;5;14.0;0;0;6;10;6;12.0;0;11.1;0.6;2.02;0
1;39;1;9130;1;Secondary;150.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Service/Sales;160.0;1;0;0;1;1;0;24;0;0;5;13;4;13.75;1;0;5;9;3;12.0;0;9.4;-0.8;-3.12;0
1;1;1;9670;1;Secondary;95.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Operators/Assembly;95.0;0;0;0;0;1;0;21;0;0;6;9;4;13.25;0;0;6;6;5;11.0;0;12.7;3.7;-1.7;1
1;39;1;9147;1;Secondary;150.0;Portugese;Basic_Education;Secondary;Skilled Trades;Intermediate/Tech;148.8;0;0;0;1;1;1;25;0;0;5;7;4;14.25;0;0;5;7;4;14.75;0;12.7;3.7;-1.7;0
1;39;1;9147;1;Secondary;120.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;110.0;0;0;0;0;1;0;32;0;0;5;9;0;0.0;1;0;5;5;0;0.0;0;9.4;-0.8;-3.12;1
1;43;1;9991;0;Secondary;136.0;Portugese;Undergraduate;Postgraduate;High-Level Specialists;High-Level Specialists;133.9;0;0;0;0;1;0;26;0;8;12;12;8;11.25;0;3;8;8;3;11.333333333333334;0;7.6;2.6;0.32;1
1;1;1;9130;1;Secondary;133.0;Portugese;Undergraduate;Basic_Education;Unskilled/Elementary;Skilled Trades;125.7;1;0;0;1;1;1;18;0;0;6;7;6;13.5;0;0;6;8;6;12.5;0;12.4;0.5;1.79;0
1;17;1;9254;1;Secondary;125.0;Portugese;Secondary;Basic_Education;Administrative;Skilled Trades;116.6;0;0;0;1;1;1;19;0;0;6;8;5;12.666666666666666;0;0;6;10;6;12.857142857142858;0;16.2;0.3;-0.92;0
1;1;3;9070;1;Secondary;127.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Skilled Trades;141.0;1;0;0;1;1;1;19;0;0;6;6;6;15.166666666666666;0;0;6;6;6;12.333333333333334;0;12.4;0.5;1.79;0
1;7;1;9119;1;Undergraduate;130.0;Portugese;Secondary;Secondary;Administrative;Administrative;130.0;0;0;0;1;1;0;27;0;4;6;6;6;13.166666666666666;0;2;5;7;5;15.142857142857142;0;11.1;0.6;2.02;1
1;53;1;9003;1;Secondary;130.0;Portugese;Basic_Education;Secondary;Unskilled/Elementary;Unskilled/Elementary;130.0;0;0;1;1;1;0;21;0;7;12;20;10;11.8;0;5;12;15;9;11.444444444444445;0;8.9;1.4;3.51;0
1;17;1;9119;1;Secondary;127.0;Portugese;Basic_Education;Secondary;Administrative;Service/Sales;115.8;0;0;0;1;1;0;20;0;0;5;10;4;11.5;0;0;5;11;0;0.0;0;13.9;-0.3;0.79;0
1;44;1;9070;1;Technical/Specialized;140.0;Portugese;Basic_Education;Basic_Education;Administrative;Student/Other;140.0;1;0;0;1;1;0;21;0;0;6;6;6;14.5;0;0;6;8;6;11.333333333333334;0;12.4;0.5;1.79;0
1;1;5;9773;1;Secondary;125.0;Portugese;Basic_Education;Undergraduate;Service/Sales;High-Level Specialists;126.1;1;0;0;1;1;0;22;0;0;6;10;5;13.4;0;0;6;12;3;10.666666666666666;0;9.4;-0.8;-3.12;0
1;1;1;171;1;Secondary;135.0;Portugese;Secondary;Basic_Education;Service/Sales;Skilled Trades;137.5;1;0;1;0;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;0
1;17;4;9147;1;Secondary;132.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Service/Sales;120.8;1;0;0;1;1;1;18;0;0;5;8;4;10.8;0;0;5;10;2;12.5;0;11.1;0.6;2.02;1
1;39;2;9238;1;Secondary;110.0;Portugese;Basic_Education;Secondary;Service/Sales;Service/Sales;136.5;0;0;0;1;1;0;28;0;0;5;6;0;0.0;0;0;5;5;0;0.0;0;13.9;-0.3;0.79;1
